volume	high	low	open	close	adj_close	ticker	ropen	rhigh	rlow	rclose	rhi_100	rlo_100	rbo_100	rtt_50	rtt_20	rtt_5020	rema_50100	rema_100150	rema_50100150	rsma_50100	rsma_100150	rsma_50100150	hi1	lo1	hi2	lo2	hi3	lo3	hi4	lo4	rg	flr	clg	rg_ch	rh1	rl1	rh2	rl2	rh3	rl3	rh4	rl4	rrg	rflr	rclg	rrg_ch	rbo_100_chg1D	rbo_100_chg1D_fx	rbo_100_PL_cum	rbo_100_returns	rbo_100_log_returns	rbo_100_cumul	stop_loss	rbo_100_PL_cum_fx
4982727	43.69	41.5	43.0	43.67	40.7	RACE.MI	43.0	43.69	41.5	43.67			0.0			0																																						
2554024	45.33	43.66	44.28	44.59	41.56	RACE.MI	43.75	44.79	43.14	44.06			0.0			0																															0.0	0.0	0.0	0.0	0.0	0.0		0.0
4047421	46.19	43.81	44.96	44.6	41.57	RACE.MI	45.65	46.9	44.48	45.28			0.0			0							46.19										46.19		46.9												0.0	0.0	0.0	0.0	0.0	0.0		0.0
2258307	44.44	42.62	43.35	43.15	40.22	RACE.MI	44.52	45.64	43.77	44.31			0.0			0																															-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
2456643	43.14	40.07	42.95	40.54	37.78	RACE.MI	44.82	45.02	41.81	42.3			0.0			0																															-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
4552899	40.37	38.7	39.5	39.32	36.65	RACE.MI	41.46	42.37	40.62	41.27			0.0			0								38.7												40.62											-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
2191574	40.7	39.8	40.0	40.51	37.76	RACE.MI	41.53	42.26	41.32	42.06			0.0			0							40.7												42.26												0.0	0.0	0.0	0.0	0.0	0.0		0.0
1980630	40.66	39.69	40.5	40.05	37.33	RACE.MI	41.69	41.86	40.86	41.23			0.0			0																															-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
2516956	39.64	37.44	39.41	38.2	35.6	RACE.MI	41.26	41.5	39.2	40.0			0.0			0																															-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
2082351	38.16	36.58	37.75	36.95	34.44	RACE.MI	40.77	41.22	39.51	39.91			0.0			0																				39.51		39.51									-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
1039639	37.6	35.41	36.96	35.73	33.3	RACE.MI	41.01	41.72	39.29	39.64			0.0			0								35.41																							-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
1845598	38.8	36.57	36.6	38.8	36.16	RACE.MI	40.19	42.61	40.16	42.61			0.0			0							38.8																								0.0	0.0	0.0	0.0	0.0	0.0		0.0
1776040	37.9	35.25	37.29	36.2	33.74	RACE.MI	43.03	43.73	40.68	41.77			0.0			0								35.25											43.73												-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
1791394	37.6	36.42	36.8	37.5	34.95	RACE.MI	40.75	41.64	40.33	41.53			0.0			0																				40.33											0.0	0.0	0.0	0.0	0.0	0.0		0.0
1476133	38.8	37.51	38.5	38.62	35.99	RACE.MI	41.95	42.28	40.87	42.08			0.0			0							38.8																								0.0	0.0	0.0	0.0	0.0	0.0		0.0
1014895	39.22	37.45	39.2	37.45	34.9	RACE.MI	43.6	43.62	41.65	41.65			0.0			0																			43.62												-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
1397169	38.17	36.46	37.05	37.85	35.28	RACE.MI	40.59	41.82	39.95	41.47			0.0			0								36.46												39.95											0.0	0.0	0.0	0.0	0.0	0.0		0.0
991569	38.44	37.16	37.9	37.91	35.33	RACE.MI	41.69	42.29	40.88	41.7			0.0			0							38.44																								0.0	0.0	0.0	0.0	0.0	0.0		0.0
1085476	38.04	36.31	37.87	36.31	33.84	RACE.MI	43.17	43.36	41.39	41.39			0.0			0																			43.36												-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
890465	37.37	36.0	37.37	36.6	34.11	RACE.MI	41.53	41.53	40.01	40.67			0.0			0																															0.0	0.0	0.0	0.0	0.0	0.0		0.0
696768	36.68	35.63	36.6	36.5	34.02	RACE.MI	41.05	41.14	39.96	40.94			0.0			0																															-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
1971915	36.85	32.94	36.77	33.0	30.76	RACE.MI	42.54	42.63	38.11	38.18			0.0		-1.0	0																															-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
3826104	34.44	32.0	33.0	32.95	30.71	RACE.MI	39.3	41.01	38.11	39.24			0.0		-1.0	0								32.0																							-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
1328437	34.36	32.0	33.81	34.03	31.72	RACE.MI	39.77	40.42	37.64	40.03			0.0		-1.0	0																				37.64											0.0	0.0	0.0	0.0	0.0	0.0		0.0
